tradingsymbol,strike,type,expiry,datetime,open,high,low,close,volume,oi
SENSEX 74300 PE 17 SEP 26,74300.0,PE,2026-09-17,2026-09-17 15:30:00+05:30,0.2,0.2,0.1,0.1,4688820,7811340
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:00:00+05:30,145.45,165.0,144.8,161.25,1109000,4015960
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:01:00+05:30,161.1,168.0,154.5,154.55,1037720,4180200
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:02:00+05:30,150.8,159.05,141.8,157.55,1141360,4180200
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:03:00+05:30,156.6,161.85,147.65,152.1,728040,4180200
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:04:00+05:30,154.2,156.35,133.2,133.2,1039520,4243440
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:05:00+05:30,132.5,150.75,132.5,142.05,1036000,4243440
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:06:00+05:30,141.25,151.55,140.65,150.65,622640,4243440
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:07:00+05:30,150.4,157.25,146.45,152.0,730340,4139940
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:08:00+05:30,150.05,151.3,140.7,146.8,624040,4139940
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:09:00+05:30,146.85,152.3,143.05,145.35,496340,4045980
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:10:00+05:30,148.2,159.3,142.15,153.45,797160,4045980
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:11:00+05:30,151.95,153.0,125.05,133.0,873160,4045980
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:12:00+05:30,137.35,150.55,135.25,141.35,987860,3998160
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:13:00+05:30,140.1,158.9,140.1,155.65,980420,3998160
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:14:00+05:30,157.1,193.85,155.15,182.5,1840220,3998160
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:15:00+05:30,177.95,184.85,154.65,155.45,1292720,3819160
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:16:00+05:30,156.95,178.4,142.6,165.35,1175960,3819160
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:17:00+05:30,165.4,172.8,163.05,165.05,501840,3819160
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:18:00+05:30,165.75,181.85,151.4,166.9,1251140,3699080
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:19:00+05:30,162.05,214.0,139.75,150.2,1786900,3699080
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:20:00+05:30,157.2,157.2,83.35,102.9,4133280,3543480
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:21:00+05:30,103.85,151.55,98.25,98.25,3351840,3543480
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:22:00+05:30,102.8,109.3,63.0,84.0,4388600,3543480
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:23:00+05:30,79.8,85.3,54.05,80.65,4566800,4178460
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:24:00+05:30,80.5,174.6,80.05,131.5,6131760,4178460
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:25:00+05:30,126.55,160.95,47.0,60.0,5897420,4178460
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:26:00+05:30,58.85,132.15,29.0,119.7,9232500,4078940
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:27:00+05:30,121.5,134.4,32.25,39.15,6659280,4078940
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:28:00+05:30,33.65,34.7,0.2,0.2,14358380,6796680
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:29:00+05:30,0.25,0.25,0.1,0.1,6040920,6796680
SENSEX 74400 CE 17 SEP 26,74400.0,CE,2026-09-17,2026-09-17 15:30:00+05:30,0.15,0.15,0.05,0.1,2974860,6796680
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:00:00+05:30,174.0,176.95,144.8,149.05,1840040,4810820
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:01:00+05:30,152.35,156.0,135.4,148.95,1158320,4831920
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:02:00+05:30,150.95,155.75,134.3,138.0,1059220,4831920
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:03:00+05:30,139.45,144.85,133.05,139.7,804840,4831920
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:04:00+05:30,139.8,154.6,135.0,154.6,801720,4908480
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:05:00+05:30,153.4,154.15,123.7,140.55,1351640,4908480
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:06:00+05:30,140.35,142.75,134.65,139.05,637360,4908480
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:07:00+05:30,139.45,147.25,135.45,143.3,562840,4829660
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:08:00+05:30,145.7,154.5,143.0,149.1,741560,4829660
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:09:00+05:30,149.4,151.9,141.0,151.75,688020,4666160
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:10:00+05:30,151.0,156.75,138.25,150.0,1007760,4666160
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:11:00+05:30,152.05,164.65,148.5,163.9,734160,4666160
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:12:00+05:30,159.4,163.3,143.95,155.55,863080,4430060
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:13:00+05:30,152.5,156.1,135.1,145.35,875260,4430060
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:14:00+05:30,145.0,148.2,113.15,117.95,1471800,4430060
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:15:00+05:30,120.8,155.0,120.0,145.95,1467500,4337780
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:16:00+05:30,148.8,157.0,128.95,142.8,1100500,4337780
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:17:00+05:30,142.0,146.05,138.7,143.4,511180,4337780
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:18:00+05:30,142.65,143.45,122.9,141.8,1069660,4231580
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:19:00+05:30,145.0,145.0,105.2,121.25,1638880,4231580
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:20:00+05:30,115.0,163.55,88.65,109.65,4328600,4243360
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:21:00+05:30,108.5,108.5,52.05,62.85,4036480,4243360
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:22:00+05:30,60.6,86.55,41.5,63.35,5381780,4243360
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:23:00+05:30,66.5,100.75,58.05,80.35,4368720,4232180
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:24:00+05:30,78.8,79.8,16.0,18.85,7414360,4232180
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:25:00+05:30,20.85,50.5,12.35,38.2,9562940,4232180
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:26:00+05:30,39.4,62.3,3.0,7.35,11295940,4750840
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:27:00+05:30,6.65,29.95,4.3,24.2,12118060,4750840
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:28:00+05:30,24.25,86.35,24.25,85.05,11118980,4234380
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:29:00+05:30,85.05,85.5,84.9,85.4,2030480,4234380
SENSEX 74400 PE 17 SEP 26,74400.0,PE,2026-09-17,2026-09-17 15:30:00+05:30,85.15,85.4,85.1,85.1,1274120,4234380
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:00:00+05:30,106.85,118.2,104.05,115.85,1556100,5457260
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:01:00+05:30,115.85,121.5,109.3,109.3,1349680,5417720
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:02:00+05:30,104.65,112.3,101.25,112.0,1645020,5417720
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:03:00+05:30,111.2,115.15,104.1,107.1,1063580,5417720
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:04:00+05:30,108.35,110.4,91.05,91.05,1613540,5476100
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:05:00+05:30,91.1,106.0,91.1,98.75,1433880,5476100
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:06:00+05:30,99.8,106.5,96.5,104.8,825960,5476100
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:07:00+05:30,104.7,111.75,102.5,105.75,887420,5294920
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:08:00+05:30,105.2,106.55,98.35,103.85,711420,5294920
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:09:00+05:30,103.3,108.2,99.5,102.75,597760,5216400
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:10:00+05:30,104.0,113.3,99.35,108.7,973420,5216400
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:11:00+05:30,107.75,109.1,89.65,92.1,1099780,5216400
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:12:00+05:30,96.1,106.95,94.9,100.3,1051660,5043380
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:13:00+05:30,101.6,114.25,101.4,112.0,1167060,5043380
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:14:00+05:30,116.0,142.65,113.5,129.15,2368380,5043380
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:15:00+05:30,129.05,135.0,111.85,111.85,1858440,4872060
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:16:00+05:30,113.45,130.9,101.7,119.1,1629260,4872060
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:17:00+05:30,122.0,125.1,118.7,118.7,682500,4872060
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:18:00+05:30,119.55,135.95,107.0,120.9,1796000,4723540
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:19:00+05:30,120.15,142.0,92.85,104.65,2185160,4723540
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:20:00+05:30,103.45,103.45,50.0,64.3,5180440,4735840
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:21:00+05:30,61.9,95.9,52.9,52.9,4522460,4735840
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:22:00+05:30,53.35,57.5,27.15,39.1,6938900,4735840
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:23:00+05:30,37.35,40.2,20.85,36.25,6252560,5825780
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:24:00+05:30,35.8,94.65,35.4,65.2,7593300,5825780
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:25:00+05:30,58.5,88.95,15.25,19.05,10111160,5825780
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:26:00+05:30,17.85,53.45,6.05,46.15,15051260,6296960
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:27:00+05:30,46.65,57.9,6.0,8.7,15012800,6296960
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:28:00+05:30,7.75,7.75,0.1,0.15,14555920,8156660
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:29:00+05:30,0.1,0.1,0.05,0.1,3290780,8156660
SENSEX 74500 CE 17 SEP 26,74500.0,CE,2026-09-17,2026-09-17 15:30:00+05:30,0.05,0.1,0.05,0.05,2464360,8156660
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:00:00+05:30,224.05,233.3,193.7,206.2,933000,2922940
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:01:00+05:30,203.2,208.3,189.6,203.35,576540,2773080
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:02:00+05:30,205.25,210.6,187.05,191.4,585400,2773080
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:03:00+05:30,194.5,201.3,185.35,194.15,408160,2773080
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:04:00+05:30,193.8,211.75,188.5,211.7,456140,2782060
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:05:00+05:30,211.45,211.45,180.0,197.35,638080,2782060
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:06:00+05:30,195.75,200.35,188.8,194.85,301360,2782060
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:07:00+05:30,193.65,203.5,188.9,200.05,263480,2744380
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:08:00+05:30,199.6,211.55,197.5,206.35,346680,2744380
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:09:00+05:30,206.55,210.5,195.75,208.25,297520,2584460
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:10:00+05:30,208.95,213.9,193.5,205.75,404120,2584460
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:11:00+05:30,207.8,224.35,204.7,221.8,373740,2584460
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:12:00+05:30,218.0,223.05,199.7,213.45,410360,2440680
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:13:00+05:30,210.65,214.2,189.0,201.95,423340,2440680
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:14:00+05:30,198.25,203.6,160.6,167.55,894300,2440680
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:15:00+05:30,169.6,202.55,169.6,201.9,697840,2430740
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:16:00+05:30,197.95,209.8,180.25,195.55,574220,2430740
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:17:00+05:30,192.2,200.75,191.45,197.5,289900,2430740
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:18:00+05:30,197.3,207.85,171.65,193.15,622160,2227800
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:19:00+05:30,196.25,196.75,145.4,173.7,804760,2227800
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:20:00+05:30,167.05,229.45,135.0,167.75,2085680,2371480
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:21:00+05:30,168.9,168.9,99.0,113.25,2097760,2371480
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:22:00+05:30,104.6,148.85,88.75,117.15,2449860,2371480
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:23:00+05:30,120.15,163.2,115.0,134.3,1989180,2344940
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:24:00+05:30,134.9,134.9,43.45,51.9,4873360,2344940
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:25:00+05:30,55.25,110.65,37.7,98.4,7224960,2344940
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:26:00+05:30,95.4,142.25,20.0,35.7,5706660,2584440
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:27:00+05:30,31.45,98.35,24.3,94.6,6081260,2584440
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:28:00+05:30,97.5,188.6,97.45,184.8,4505900,2072260
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:29:00+05:30,185.0,185.5,184.8,185.45,607120,2072260
SENSEX 74500 PE 17 SEP 26,74500.0,PE,2026-09-17,2026-09-17 15:30:00+05:30,185.05,185.5,184.8,184.9,384920,2072260
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:00:00+05:30,79.1,85.0,74.15,83.25,1301620,4349280
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:01:00+05:30,83.95,87.15,78.2,78.55,1246060,4368700
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:02:00+05:30,76.25,79.8,70.1,78.8,1444260,4368700
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:03:00+05:30,77.6,81.85,72.7,75.25,936320,4368700
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:04:00+05:30,76.45,78.0,62.75,63.15,1335100,4390480
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:05:00+05:30,63.0,72.65,62.75,68.3,1311880,4390480
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:06:00+05:30,69.0,75.0,66.85,73.15,678180,4390480
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:07:00+05:30,73.55,78.5,71.55,74.0,850420,4458780
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:08:00+05:30,73.65,74.85,68.15,72.6,583900,4458780
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:09:00+05:30,72.35,76.15,69.8,72.0,516880,4506080
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:10:00+05:30,72.85,79.95,69.7,77.45,803740,4506080
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:11:00+05:30,76.5,77.25,57.05,65.55,976040,4506080
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:12:00+05:30,67.2,75.35,66.65,71.1,898920,4236300
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:13:00+05:30,72.55,81.85,71.95,80.25,1145220,4236300
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:14:00+05:30,84.3,102.0,80.7,94.95,2339600,4236300
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:15:00+05:30,91.75,97.4,76.85,77.85,1677840,3904000
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:16:00+05:30,81.8,92.3,72.45,85.0,1338680,3904000
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:17:00+05:30,88.75,89.25,84.0,84.85,540640,3904000
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:18:00+05:30,85.15,96.85,75.15,86.75,1555580,3913180
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:19:00+05:30,85.9,103.55,65.45,75.1,2057240,3913180
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:20:00+05:30,66.65,66.65,29.45,37.85,4768280,4163770
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:21:00+05:30,39.0,63.5,26.05,26.8,4125340,4163770
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:22:00+05:30,26.55,29.7,10.4,18.85,6628280,4163770
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:23:00+05:30,16.0,17.3,8.45,15.8,6039040,5392380
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:24:00+05:30,16.1,45.95,14.75,22.0,7362320,5392380
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:25:00+05:30,22.4,36.8,5.0,5.15,10919920,5392380
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:26:00+05:30,5.2,14.3,2.0,10.7,10432900,5616820
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:27:00+05:30,12.8,13.1,2.0,2.95,9212280,5616820
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:28:00+05:30,3.0,3.15,0.05,0.05,7492620,5937460
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:29:00+05:30,0.05,0.1,0.05,0.05,2464600,5937460
SENSEX 74600 CE 17 SEP 26,74600.0,CE,2026-09-17,2026-09-17 15:30:00+05:30,0.1,0.1,0.05,0.05,1313140,5937460
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:00:00+05:30,302.0,303.95,265.7,270.75,329120,1031160
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:01:00+05:30,274.6,279.0,255.9,273.25,206720,1011000
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:02:00+05:30,275.15,284.5,254.05,259.0,209020,1011000
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:03:00+05:30,260.55,270.0,252.55,261.25,152120,1011000
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:04:00+05:30,259.0,282.15,255.65,282.15,148580,995880
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:05:00+05:30,283.35,283.35,249.3,268.0,219420,995880
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:06:00+05:30,265.2,269.0,256.35,263.0,125240,995880
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:07:00+05:30,262.8,271.75,255.75,265.9,102560,977820
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:08:00+05:30,268.5,281.7,266.0,274.1,111480,977820
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:09:00+05:30,275.3,279.05,263.35,276.25,107260,929980
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:10:00+05:30,277.7,284.05,259.45,274.3,150660,929980
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:11:00+05:30,276.7,296.3,272.8,286.35,126160,929980
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:12:00+05:30,290.95,293.35,269.45,281.9,158920,886700
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:13:00+05:30,286.2,286.2,256.7,269.55,124500,886700
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:14:00+05:30,269.35,272.25,223.65,233.1,251400,886700
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:15:00+05:30,233.4,269.0,232.4,269.0,193060,864320
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:16:00+05:30,264.55,285.0,243.45,261.1,160720,864320
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:17:00+05:30,256.3,265.5,254.05,263.3,59060,864320
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:18:00+05:30,264.35,264.55,233.1,260.6,189640,856840
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:19:00+05:30,261.9,261.9,199.9,241.45,324660,856840
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:20:00+05:30,223.95,294.6,198.85,246.55,705480,882260
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:21:00+05:30,240.25,240.25,165.2,184.65,664900,882260
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:22:00+05:30,185.4,238.5,166.55,198.0,738760,882260
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:23:00+05:30,202.1,249.15,190.95,216.05,475180,883900
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:24:00+05:30,215.25,215.25,93.5,111.45,1489760,883900
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:25:00+05:30,116.8,201.3,85.35,184.65,2304100,883900
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:26:00+05:30,185.8,234.75,81.0,105.2,1685240,804940
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:27:00+05:30,96.0,192.5,83.95,189.65,1747500,804940
SENSEX 74600 PE 17 SEP 26,74600.0,PE,2026-09-17,2026-09-17 15:28:00+05:30,191.95,286.2,191.95,284.9,1326600,645940
