datetime,open,high,low,close,volume,oi,tradingsymbol,strike,type,expiry
2026-09-17 09:15:00+05:30,247.4,344.95,177.85,234.75,1415040,422500,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:16:00+05:30,225.05,280.7,212.3,264.3,1167460,858880,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:17:00+05:30,264.45,306.95,256.75,302.5,767580,858880,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:18:00+05:30,303.6,334.35,297.95,321.3,586140,866720,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:19:00+05:30,320.75,335.5,315.25,319.55,349660,866720,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:20:00+05:30,315.75,349.6,303.3,316.55,454940,866720,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:21:00+05:30,317.25,332.5,296.95,309.45,487660,953600,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:22:00+05:30,313.3,313.3,277.6,281.05,422060,953600,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:23:00+05:30,279.8,290.4,270.75,274.3,261800,953600,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:24:00+05:30,273.05,279.8,256.55,257.4,302980,1055440,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:25:00+05:30,254.35,271.55,253.65,262.75,265480,1055440,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:26:00+05:30,265.2,275.4,257.8,272.65,225960,1055440,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:27:00+05:30,274.6,291.0,258.35,288.25,363340,1134380,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:28:00+05:30,290.05,306.3,289.25,297.3,470800,1134380,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:29:00+05:30,298.0,302.7,273.05,290.2,232800,1103440,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:30:00+05:30,293.4,307.85,279.05,303.55,414200,1103440,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:31:00+05:30,302.85,325.35,298.0,325.35,312740,1103440,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:32:00+05:30,322.55,366.35,315.75,348.0,613280,959380,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:33:00+05:30,351.35,379.65,337.25,338.4,520180,959380,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:34:00+05:30,337.15,363.0,333.0,353.55,326600,959380,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:35:00+05:30,360.0,406.0,355.85,390.05,504620,782040,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:36:00+05:30,391.85,398.7,370.25,375.55,260860,782040,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:37:00+05:30,372.5,395.05,365.6,375.1,166380,677980,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:38:00+05:30,374.2,385.4,357.8,357.8,122040,677980,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:39:00+05:30,354.2,354.2,334.55,339.3,216220,677980,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:40:00+05:30,337.4,339.0,312.0,330.8,253080,686320,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:41:00+05:30,331.05,332.55,308.3,309.85,194920,686320,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:42:00+05:30,308.8,310.05,264.6,265.9,360040,686320,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
2026-09-17 09:43:00+05:30,265.55,294.25,257.95,288.65,505620,799720,SENSEX 74200 CE 17 SEP 26,74200.0,CE,2026-09-17
