datetime,open,high,low,close,volume,oi,tradingsymbol,strike,type,expiry
2026-09-17 09:15:00+05:30,186.45,198.8,78.45,107.8,2762680,2051840,SENSEX 74000 PE 17 SEP 26,74000.0,PE,2026-09-17
2026-09-17 09:16:00+05:30,107.4,114.15,94.65,98.0,2806440,3092920,SENSEX 74000 PE 17 SEP 26,74000.0,PE,2026-09-17
2026-09-17 09:17:00+05:30,97.0,101.9,86.1,89.35,1642440,3092920,SENSEX 74000 PE 17 SEP 26,74000.0,PE,2026-09-17
2026-09-17 09:18:00+05:30,90.15,91.4,82.8,85.45,1647760,4692340,SENSEX 74000 PE 17 SEP 26,74000.0,PE,2026-09-17
2026-09-17 09:19:00+05:30,84.85,85.45,79.65,84.05,1214460,4692340,SENSEX 74000 PE 17 SEP 26,74000.0,PE,2026-09-17
2026-09-17 09:20:00+05:30,85.3,86.65,75.25,81.6,1464880,4692340,SENSEX 74000 PE 17 SEP 26,74000.0,PE,2026-09-17
2026-09-17 09:21:00+05:30,80.9,86.45,77.85,81.95,910080,5578060,SENSEX 74000 PE 17 SEP 26,74000.0,PE,2026-09-17
2026-09-17 09:22:00+05:30,80.8,92.25,80.35,90.8,1179540,5578060,SENSEX 74000 PE 17 SEP 26,74000.0,PE,2026-09-17
2026-09-17 09:23:00+05:30,90.9,94.6,89.65,93.65,1288780,5578060,SENSEX 74000 PE 17 SEP 26,74000.0,PE,2026-09-17
2026-09-17 09:24:00+05:30,94.15,99.65,91.15,99.65,1269900,5875900,SENSEX 74000 PE 17 SEP 26,74000.0,PE,2026-09-17
2026-09-17 09:25:00+05:30,100.55,103.35,89.9,98.65,1351740,5875900,SENSEX 74000 PE 17 SEP 26,74000.0,PE,2026-09-17
2026-09-17 09:26:00+05:30,96.55,100.45,92.6,93.7,933160,5875900,SENSEX 74000 PE 17 SEP 26,74000.0,PE,2026-09-17
2026-09-17 09:27:00+05:30,93.45,99.6,84.2,84.6,1075460,6082920,SENSEX 74000 PE 17 SEP 26,74000.0,PE,2026-09-17
